organization_name,country,type,city,homepage_url,works_count,cited_by_count
Ecolab (United States),US,company,Saint Paul,http://www.ecolab.com/,7572,65467
Eduardo Mondlane University,MZ,education,Maputo,http://www.uem.mz/index.php,7571,274245
Centre Hospitalier Universitaire Hassan II,MA,healthcare,Fes,http://chu-fes.ma/,7569,70823
Universidade Estadual do Paraná,BR,education,Paranavaí,https://www.unespar.edu.br,7567,60242
Centre de Recherches Historiques,FR,facility,Paris,http://crh.ehess.fr/?lang=en,7567,10965
Massachusetts Department of Public Health,US,government,Boston,http://www.mass.gov/eohhs/gov/departments/dph/,7566,1007693
Singapore National Eye Center,SG,healthcare,Singapore,http://www.snec.com.sg/Pages/home.aspx,7566,1123501
Sewanee: The University of the South,US,education,Sewanee,http://www.sewanee.edu/,7561,263849
Taipei Medical University-Shuang Ho Hospital,TW,healthcare,Taipei,http://enoffical.shh.org.tw/,7558,296522
International Institute of Information Technology,IN,education,Pune,https://www.isquareit.edu.in/,7557,90902
St. Joseph's Institute of Technology,IN,education,Chennai,https://www.stjosephstechnology.ac.in/web/index.html,7552,98631
University Health System,US,healthcare,San Antonio,http://www.universityhealthsystem.com/,7551,338075
Fatebenefratelli Hospital,IT,healthcare,Rome,http://www.fatebenefratelli-isolatiberina.it/,7550,410400
Korea Institute of Geoscience and Mineral Resources,KR,facility,Daejeon,https://www.kigam.re.kr,7550,389937
Royal College of Physicians,GB,education,London,https://www.rcp.ac.uk,7550,545071
Institute of Clinical and Experimental Medicine,CZ,healthcare,Prague,https://www.ikem.cz,7548,434391
Odesa I. I. Mechnikov National University,UA,education,Odesa,https://onu.edu.ua,7546,92502
Shijiazhuang University,CN,education,Shijiazhuang,http://www.sjzc.edu.cn/,7545,123140
Centro de Investigación y Desarrollo,ES,facility,Barcelona,https://www.cid.csic.es,7545,296155
The Synergetic Innovation Center for Advanced Materials,CN,facility,Nanjing,http://2011.njtech.edu.cn/,7545,1503903
University of Inland Norway,NO,education,Elverum,https://www.inn.no/,7544,113075
Kumoh National Institute of Technology,KR,education,Gumi,http://eng.kumoh.ac.kr/,7541,276186
"University of Agricultural Sciences, Bangalore",IN,education,Bengaluru,http://www.uasbangalore.edu.in/,7541,152850
Baystate Medical Center,US,healthcare,Springfield,http://www.baystatehealth.org/locations/baystate-medical-center,7540,524573
Universidade do Estado do Rio Grande do Norte,BR,education,Mossoró,http://portal.uern.br/,7538,56968
Département Biologie et Amélioration des Plantes,FR,facility,Versailles,https://www.inrae.fr/departements/bap,7537,331961
Zanjan University of Medical Sciences,IR,education,Zanjān,http://www.zums.ac.ir/index.php?slc_lang=en&sid=1,7536,235109
"California State University, Chico",US,education,Chico,https://www.csuchico.edu,7536,168579
Population Health Research Institute,CA,healthcare,Hamilton,https://www.phri.ca,7534,2439869
University of Health and Allied Sciences,GH,education,Ho,https://www.uhas.edu.gh,7531,279811
Baghdad Medical City,IQ,healthcare,Baghdad,,7531,69279
Volgograd State Technical University,RU,education,Volgograd,http://www.vstu.ru/en,7531,57314
Brandon University,CA,education,Brandon,https://www.brandonu.ca/,7531,145507
Institute of Mountain Hazards and Environment,CN,nonprofit,Chengdu,http://english.imde.cas.cn/,7530,381776
Wellcome Centre for Human Neuroimaging,GB,facility,London,http://www.fil.ion.ucl.ac.uk/,7529,1642660
Salford Royal NHS Foundation Trust,GB,healthcare,Salford,http://www.srft.nhs.uk/,7529,596047
Acharya Nagarjuna University,IN,education,Guntur,http://www.nagarjunauniversity.ac.in/,7525,160433
Universidade Federal do Amapá,BR,education,Macapá,http://www.unifap.br,7522,103038
Goddard Institute for Space Studies,US,facility,New York,http://www.giss.nasa.gov/,7514,1059965
Shaanxi University of Chinese Medicine,CN,education,Xianyang,http://www.sntcm.edu.cn/,7513,166686
Tokyo City University,JP,education,Tokyo,https://www.tcu.ac.jp/english/,7512,109325
University of British Columbia Hospital,CA,healthcare,Vancouver,http://www.vch.ca/Locations-Services/result?res_id=652,7510,485041
Centre de Recherche en Mathématiques de la Décision,FR,facility,Paris,https://www.ceremade.dauphine.fr/,7508,289915
Universidade Regional do Cariri,BR,education,Crato,http://www.urca.br/,7507,171282
Eastman Dental Hospital,GB,healthcare,London,https://www.uclh.nhs.uk/OurServices/OurHospitals/EDH/Pages/Home.aspx,7506,666523
Institute of Clinical Research,US,nonprofit,Washington D.C.,http://iclinicalresearch.net/,7505,331868
Junta de Andalucía,ES,funder,Seville,https://www.juntadeandalucia.es,7504,308438
Kanazawa Institute of Technology,JP,education,Nonoichi,http://www.kanazawa-it.ac.jp/ekit/,7503,148981
Royal Botanic Garden Edinburgh,GB,facility,Edinburgh,https://www.rbge.org.uk,7503,303671
Instituto de Investigación Sanitaria Aragón,ES,other,Zaragoza,http://www.iisaragon.es/,7503,483312
Estácio (Brazil),BR,company,Rio de Janeiro,http://portal.estacio.br/,7501,118348
Animal and Plant Health Inspection Service,US,government,Riverdale Park,https://www.aphis.usda.gov/aphis/home/,7499,421110
Guangzhou Institute of Energy Conversion,CN,facility,Guangzhou,http://english.giec.cas.cn/,7499,782110
Eppendorf (Germany),DE,company,Wesseling,https://www.eppendorf.com/DE-de/,7498,419021
Hanoi Medical University,VN,education,Hanoi,http://www.hmu.edu.vn/,7497,186679
Sanskriti Samvardhan Mandal,IN,other,Nanded,http://ssmandal.net/,7495,54473
"Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca",IT,facility,Milan,https://www.mib.infn.it,7494,2256293
The Centers,US,nonprofit,Ocala,http://www.thecenters.us/,7489,1384832
Deen Dayal Upadhyaya Gorakhpur University,IN,education,Gorakhpur,http://ddugu.ac.in,7487,150055
Uniwersytet SWPS,PL,education,Warsaw,https://www.swps.pl,7485,146103
Center for Environmental Health,US,facility,Oakland,http://www.ceh.org/,7483,925866
Centre des Matériaux,FR,facility,Évry,http://www.mat.mines-paristech.fr/,7482,277337
University of Medicine and Pharmacy at Ho Chi Minh City,VN,education,Ho Chi Minh City,https://ump.edu.vn,7481,159446
Indian Institute of Science Education and Research Mohali,IN,education,Mohali,http://www.iisermohali.ac.in/,7480,290711
Ulsan University Hospital,KR,healthcare,Ulsan,https://www.uuh.ulsan.kr/contents/contents.asp?mnId=407,7478,264130
Al-Ahliyya Amman University,JO,education,Amman,http://www.ammanu.edu.jo/EN/HomePage/Home.aspx,7476,137498
Liaoning University of Technology,CN,education,Jinzhou,https://www.lnit.edu.cn/,7476,251254
Presbyterian St. Luke's Medical Center,US,healthcare,Denver,https://geo-blocked-site.azurewebsites.net/,7473,938757
Azienda Ospedaliero-Universitaria di Modena,IT,healthcare,Modena,https://www.aou.mo.it,7471,467900
Sino-Danish Centre for Education and Research,CN,facility,Beijing,http://sdc.university/,7470,133287
Affiliated Hospital of North Sichuan Medical College,CN,healthcare,Nanchong,http://www.hospital-nsmc.com.cn/index.html,7468,201868
Yuncheng University,CN,education,Shanxi,http://www.ycu.edu.cn/,7467,54362
General Dynamics (United States),US,company,Reston,https://www.gd.com,7466,193553
Zarqa University,JO,education,Zarqa,https://www.zu.edu.jo,7466,93070
Harokopio University of Athens,GR,education,Athens,https://www.hua.gr,7465,598263
Hospital Kuala Lumpur,MY,healthcare,Kuala Lumpur,http://www.hkl.gov.my/,7463,207111
Universitas Jenderal Achmad Yani,ID,education,Cimahi,https://www.unjani.ac.id/,7463,31500
University of Zululand,ZA,education,Empangeni,http://www.unizulu.ac.za/,7461,157164
University of Peloponnese,GR,education,Tripoli,https://www.uop.gr,7458,151906
Central European University,AT,education,Vienna,https://www.ceu.edu,7458,123358
University of Tripoli,LY,education,Tripoli,https://www.uot.edu.ly,7458,152391
Azienda Sanitaria Unità Locale di Reggio Emilia,IT,healthcare,Reggio Emilia,http://www.ausl.re.it/,7457,288243
Burnet Institute,AU,nonprofit,Melbourne,http://www.burnet.edu.au/,7452,555634
University Hospital Galway,IE,healthcare,Galway,http://www.guh.hse.ie/,7452,283565
Centre de Recherche en Économie et Statistique,FR,facility,Palaiseau,https://crest.science,7449,254380
Altera (United States),US,company,San Jose,https://www.altera.com/,7447,94877
Tata Consultancy Services (India),IN,company,Pune,http://www.tcs.com/,7446,156286
Great Ormond Street Hospital for Children NHS Foundation Trust,GB,healthcare,London,http://www.gosh.nhs.uk/,7445,541728
Central Food Technological Research Institute,IN,facility,Mysore,http://www.cftri.com/,7444,711052
Osaka City General Hospital,JP,healthcare,Osaka,http://www.osakacity-hp.or.jp/ocgh/en,7442,338591
Nanjing Hydraulic Research Institute,CN,facility,Nanjing,http://english.nhri.cn/,7441,202553
Al Ain University,AE,education,Al Ain,http://aau.ac.ae/en/,7436,135600
Belfast City Hospital,GB,healthcare,Belfast,http://www.belfasttrust.hscni.net/hospitals/BelfastCity%20Hospital.htm,7430,431339
Beihua University,CN,education,Jilin City,http://en.beihua.edu.cn/,7429,168768
La Jolla Institute for Immunology,US,nonprofit,San Diego,https://www.lji.org,7427,1998562
National Center for Biotechnology Information,US,facility,Bethesda,http://www.ncbi.nlm.nih.gov/,7427,6173170
Ebonyi State University,NG,education,Abakaliki,https://www.ebsu.edu.ng/,7427,120174
Heilongjiang University of Chinese Medicine,CN,education,Harbin,https://www.hljucm.edu.cn,7425,340383
Institute of Thermophysics,RU,facility,Novosibirsk,http://www.itp.nsc.ru/eng/,7425,154580
Universitas Pembangunan Panca Budi Medan,ID,education,Medan,https://www.pancabudi.ac.id/,7424,18946
Korea Astronomy and Space Science Institute,KR,facility,Daejeon,https://www.kasi.re.kr,7423,605005
Eye & ENT Hospital of Fudan University,CN,healthcare,Shanghai,http://www.fdeent.org/,7422,386894
Les Afriques dans le Monde,FR,facility,Pessac,http://www.lam.sciencespobordeaux.fr/en,7421,8654
World Scientific (Singapore),SG,company,Singapore,https://www.worldscientific.com/,7421,4375
Leidos (United States),US,company,Reston,https://www.leidos.com/,7419,793539
National Institute of Technology Srinagar,IN,education,Srinagar,http://www.nitsri.net/,7418,149148
Universidad Autónoma de Coahuila,MX,education,Saltillo,https://www.uadec.mx,7416,227234
Beijing Sport University,CN,education,Beijing,http://en.bsu.edu.cn/,7412,105139
Changchun University of Chinese Medicine,CN,education,Changchun,http://ccucm.admissions.cn/,7410,254030
Hanbat National University,KR,education,Daejeon,https://hanbat.ac.kr,7409,231379
Dalian National Laboratory for Clean Energy,CN,facility,Dalian,http://www.dnl.org.cn/show_en.php?id=194,7402,1440272
University of Engineering and Technology Peshawar,PK,education,Peshawar,https://www.uetpeshawar.edu.pk,7402,191857
The Cancer Institute Hospital,JP,healthcare,Tokyo,http://www.jfcr.or.jp/hospital-en/index.html,7401,684244
Chukwuemeka Odumegwu Ojukwu University,NG,education,Ihiala,https://coou.edu.ng/,7399,49027
Maison des Sciences sociales et des Humanités de Dijon,FR,facility,Dijon,https://msh-dijon.ube.fr,7398,364630
University Hospital Complex Of Vigo,ES,healthcare,Vigo,http://chuvi.sergas.es/ga/Inicio/Paginas/Inicio.aspx,7397,242763
Sydney Children's Hospital,AU,healthcare,Sydney,https://www.schn.health.nsw.gov.au/about-us/about-sydney-childrens-hospital-randwick,7397,450151
Isala,NL,healthcare,Zwolle,https://www.isala.nl,7396,464867
Hôpital des Enfants,FR,healthcare,Toulouse,http://www.chu-toulouse.fr/-hopital-des-enfants-,7396,608339
Ministry of Education,BD,government,Dhaka,http://www.moedu.gov.bd/,7395,403182
Detroit Medical Center,US,healthcare,Detroit,http://www.dmc.org/,7394,371612
Helsinki Metropolia University of Applied Sciences,FI,education,Helsinki,https://www.metropolia.fi,7391,21937
Sree Chitra Thirunal Institute for Medical Sciences and Technology,IN,facility,Thiruvananthapuram,http://dst.gov.in/autonomous/stimst.htm,7390,330212
Centre for Mental Health,GB,healthcare,London,http://www.centreformentalhealth.org.uk/,7388,647172
Academy of Athens,GR,education,Athens,https://www.academyofathens.gr,7386,436040
Planta,RU,other,Moscow,https://planta.bio/,7386,212561
World Wide Web Consortium,US,other,Cambridge,https://www.w3.org/,7386,1090728
Institute of Catalysis and Petrochemistry,RU,facility,Ufa,http://ipc-ras.ru/,7384,839162
Laboratoire de Biométrie et Biologie Evolutive,FR,facility,Villeurbanne,https://lbbe.univ-lyon1.fr/?lang=en,7384,522757
"Littoral, Environnement, Télédétection, Géomatique",FR,facility,Rennes,https://letg.cnrs.fr,7384,84203
Centre for Genomic Regulation,ES,nonprofit,Barcelona,http://www.crg.eu/,7380,1733052
Silpakorn University,TH,education,Bangkok,http://www.su.ac.th/index.php/en/,7378,192591
Institute of Photonic Sciences,ES,facility,Barcelona,https://www.icfo.eu,7377,868394
Shanxi Datong University,CN,education,Datong,http://www.sxdtdx.edu.cn/english/,7377,132617
Acıbadem University,TR,education,Istanbul,https://www.acibadem.edu.tr,7376,161765
Pharmaceutical Biotechnology (Czechia),CZ,company,Prague,http://www.pharmabiotech.cz/,7374,493412
Sage (United Kingdom),GB,company,Newcastle upon Tyne,http://www.sage.com/company,7373,36035
Institut de recherche mathématique de Rennes,FR,facility,Rennes,https://irmar.univ-rennes.fr,7372,120734
Yasouj University,IR,education,Yasuj,http://www.yu.ac.ir/,7370,265339
Kyoto Prefectural University,JP,education,Kyoto,https://www.kpu.ac.jp/,7368,309382
Universitas Garut,ID,education,Garut,https://uniga.ac.id/,7366,37838
Lady Hardinge Medical College,IN,education,New Delhi,http://lhmc-hosp.gov.in/,7365,180278
Meteorological Research Institute,,facility,Tsukuba,http://www.mri-jma.go.jp,7364,493121
National Center for Toxicological Research,US,facility,Pine Bluff,https://www.fda.gov/AboutFDA/CentersOffices/OC/OfficeofScientificandMedicalPrograms/NCTR/,7363,1023013
Shandong Institute of Business and Technology,CN,education,Yantai,http://www.ccec.edu.cn/,7363,98598
Afe Babalola University,NG,education,Ado-Ekiti,https://www.abuad.edu.ng,7362,87756
Centre de Recherche en Cancérologie de Lyon,FR,facility,Lyon,http://www.crcl.fr/,7362,815904
Anderson Hospital,US,healthcare,Cincinnati,http://www.e-mercy.com/mercy-hospital-anderson.aspx,7362,845358
Yaroslav-the-Wise Novgorod State University,RU,education,Veliky Novgorod,http://www.novsu.ru/english/,7362,112800
Middle Technical University,IQ,education,Baghdad,https://www.mtu.edu.iq/,7361,79508
Leibniz Institute of Polymer Research,DE,facility,Dresden,http://www.ipfdd.de/en/home/our-mission/,7358,641531
Autonomous University of Aguascalientes,MX,education,Aguascalientes,http://www.uaa.mx/,7356,76071
Instituto Maimónides de Investigación Biomédica de Córdoba,ES,facility,Córdoba,https://www.imibic.org,7352,569601
University Hospital in Halle,DE,healthcare,Halle,http://www.medizin.uni-halle.de/,7352,195972
VetAgro Sup,FR,education,Lyon,http://www.vetagro-sup.fr/en/,7351,247739
Guangdong Provincial Hospital of Traditional Chinese Medicine,CN,healthcare,Guangzhou,http://www.gdhtcm.com/,7350,189089
Yunnan Academy of Agricultural Sciences,CN,facility,Kunming,http://www.yaas.org.cn/view/front.article.articleView/37282/6/214.html,7350,219241
Canadian Institute for Advanced Research,CA,facility,Toronto,https://cifar.ca,7349,862589
Harefield Hospital,GB,healthcare,London,https://www.rbht.nhs.uk/our-hospitals/harefield-hospital,7349,658760
Higher Institute of Engineering,EG,education,Cairo,http://csi.edu.eg/,7349,106708
Hospital del Mar Research Institute,ES,healthcare,Barcelona,https://www.imim.cat/,7349,856426
University of Sarjanawiyata Tamansiswa,ID,education,Yogyakarta,http://ustjogja.ac.id,7346,39002
Institute of Virology of the Slovak Academy of Sciences,SK,facility,Bratislava,http://virology.sav.sk/,7346,687476
Pandit Deendayal Energy University,IN,education,Gandhinagar,http://www.pdpu.ac.in/,7345,214788
Shanghai University of Medicine and Health Sciences,CN,education,Shanghai,http://sumhs.admissions.cn,7345,201010
Escola Superior de Enfermagem da Universidade de Lisboa,PT,education,Lisbon,https://esel.pt,7343,68582
Natural Environment Research Council,GB,government,Swindon,https://www.ukri.org/councils/nerc/,7339,963584
Jawaharlal Nehru Medical College,IN,education,Ajmer,http://medicaleducation.rajasthan.gov.in/ajmer/index.asp,7338,105821
Hellenic Mediterranean University,GR,education,Heraklion,https://hmu.gr,7335,259839
University of Texas Health Science Center at Dallas,US,education,Dallas,https://sph.uth.edu/campuses/dallas/,7335,829382
Institute of Chemistry of the Slovak Academy of Sciences,SK,facility,Bratislava,http://www.chem.sk,7334,340971
Laboratoire Jacques-Louis Lions,FR,facility,Paris,https://www.ljll.fr,7334,172687
Statistics Canada,CA,government,Ottawa,http://www.statcan.gc.ca/,7333,231816
Hertie Institute for Clinical Brain Research,DE,other,Tübingen,https://www.hih-tuebingen.de/en/?no_cache=1,7333,1059212
"University of Agricultural Sciences, Dharwad",IN,education,Hubli,http://www.uasd.edu/,7330,120233
Institute of Endocrinology,CZ,government,Prague,http://www.endo.cz/en/,7329,294709
First Affiliated Hospital of Henan University,CN,healthcare,Kaifeng,http://www.hdyfy.com/,7327,263253
Imperial Valley College,US,education,Imperial,http://www.imperial.edu/,7324,283598
Universidade do Oeste Paulista,BR,education,Presidente Prudente,http://www.unoeste.br/site/en/,7324,95793
Zhejiang International Studies University,CN,education,Hangzhou,http://www.zjei.net/english/,7322,106630
Ospedale Santa Maria,IT,healthcare,Bari,http://www.gvmnet.it/strutture/ospedale-santa-maria-bari,7322,415679
Ospedale Santa Maria della Misericordia di Udine,IT,healthcare,Udine,http://www.ospedaleudine.it/,7322,380755
Armed Forces Institute of Pathology,US,facility,Silver Spring,https://www.afip.org/,7321,1316424
Oniris,FR,education,Nantes,http://www.oniris-nantes.fr,7319,272213
Państwowa Wyższa Szkoła Zawodowa w Ciechanowie,PL,education,Ciechanów,http://www.pwszciechanow.edu.pl/,7318,12089
University of Medicine and Pharmacy of Craiova,RO,education,Craiova,http://www.umfcv.ro/,7316,244420
Hôpital Lapeyronie,FR,healthcare,Montpellier,http://wwwold.chu-montpellier.fr/fr/presentation_lapeyronie.jsp,7316,422151
Sant Gadge Baba Amravati University,IN,education,Amravati,http://www.sgbau.ac.in/,7312,162488
Natural History Museum of Geneva,CH,archive,Geneva,https://www.ville-ge.ch/mhng/,7312,47314
Evangelismos Hospital,GR,healthcare,Athens,https://evaggelismos-hosp.gr,7310,477598
Centre de Géosciences,FR,facility,Fontainebleau,http://www.geosciences.mines-paristech.fr/en/,7309,85796
Jawaharlal Nehru Technological University Anantapur,IN,education,Anantapur,https://www.jntua.ac.in,7309,89560
A.E. Favorsky Irkutsk Institute of Chemistry,RU,facility,Irkutsk,http://www.irkinstchem.ru/index.php/en/,7308,170858
Lahey Hospital and Medical Center,US,healthcare,Burlington,http://www.lahey.org/,7307,621825
Arkansas Children's Hospital,US,healthcare,Little Rock,http://www.archildrens.org/,7300,526095
Beckman Research Institute,,facility,Duarte,https://www.cityofhope.org/research/beckman-research-institute,7300,1306209
NARI Group (China),CN,facility,Nanjing,http://www.narigroup.com/,7299,49850
Shanghai International Studies University,CN,education,Shanghai,https://shisu.edu.cn,7298,73290
United States Department of State,US,government,Washington,http://www.state.gov/,7298,292557
Wuhan Institute of Physics and Mathematics,CN,facility,Wuhan,http://english.wipm.cas.cn/,7294,600538
Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,CN,healthcare,Chengdu,http://www.samsph.com/index-eng.asp,7290,334158
AC Camargo Hospital,BR,healthcare,São Paulo,http://www.accamargo.org.br/,7288,381482
Universidade do Sul de Santa Catarina,BR,education,Tubarão,http://www.unisul.br/wps/portal/home/english/,7287,201910
Institute of Remote Sensing and Digital Earth,CN,facility,Beijing,http://english.radi.cas.cn/,7287,581073
Birmingham VA Medical Center,US,healthcare,Birmingham,http://www.va.gov/directory/guide/facility.asp?id=16,7286,681864
Jewish Hospital,US,healthcare,Cincinnati,http://e-mercy.com/jewish-hospital.aspx,7286,703122
Northern Research Station,US,government,Madison,https://www.nrs.fs.usda.gov,7283,455909
Kyoto Katsura Hospital,JP,healthcare,Kyoto,http://katsura.com/,7283,523812
Morpho (United States),US,company,Santa Ana,http://www.morpho.com/en,7282,395849
Institut Pascal,FR,facility,Aubière,http://www.institutpascal.uca.fr,7278,602477
Universitas Amikom Yogyakarta,,education,Yogyakarta,https://amikom.ac.id,7278,31959
Mbarara University of Science and Technology,UG,education,Mbarara,https://www.must.ac.ug,7276,231065
Institut Català de Ciències del Clima,ES,nonprofit,Barcelona,http://www.ic3.cat/,7276,623063
University of Pinar del Río,CU,education,Pinar del Río,http://www.upr.edu.cu/,7275,19156
Isparta University of Applied Sciences,TR,education,Isparta,https://www.isparta.edu.tr/,7275,61832
Anhui Jianzhu University,CN,education,Hefei,https://www.ahjzu.edu.cn,7273,209505
Shandong Jiaotong University,CN,education,Jinan,http://english.sdjtu.edu.cn/,7273,136381
General Hospital of Shenyang Military Region,CN,healthcare,Shenyang,http://www.syjqzyy.com/index.html,7273,271822
London Postgraduate Medical and Dental Education,GB,education,London,http://www.lpmde.ac.uk/,7272,694778
Qingdao Institute of Bioenergy and Bioprocess Technology,CN,facility,Qingdao,http://english.qibebt.cas.cn/,7272,1133286
Universidade Estadual de Mato Grosso do Sul,BR,education,Dourados,https://www.uems.br,7270,88280
Trieste Astronomical Observatory,IT,facility,Trieste,http://www.ts.astro.it/,7267,1123176
Pontificia Universidad Católica Argentina,AR,education,Buenos Aires,https://uca.edu.ar,7267,77339
St. John's College of Nursing,US,education,Springfield,https://www.sjcs.edu/,7265,157031
Hôpital Raymond-Poincaré,FR,healthcare,Garches,http://raymondpoincare.aphp.fr/,7265,476716
Abbott (United States),US,company,Chicago,http://www.abbott.com/,7264,1093945
Riyadh Armed Forces Hospital,SA,healthcare,Riyadh,http://www.psmmc.med.sa/EN/Pages/default.aspx,7263,234407
Ufa Institute of Chemistry,RU,facility,Ufa,http://w3.chem.anrb.ru/,7262,144684
Saudi Aramco (Saudi Arabia),SA,company,Dhahran,http://www.saudiaramco.com/en/home.html,7262,216295
Eastern Hepatobiliary Surgery Hospital,CN,healthcare,Shanghai,http://www.ehbh.cn/,7261,914089
National Formosa University,TW,education,Douliu,https://www.nfu.edu.tw,7260,166863
University of Worcester,GB,education,Worcester,http://www.worcester.ac.uk/,7257,176894
Henan University of Engineering,CN,education,Zhengzhou,http://wwwold.haue.edu.cn/en_index.htm,7255,163551
"Edward Hines, Jr. VA Hospital",US,healthcare,Hines,http://www.hines.va.gov/,7254,654951
Geophysical Laboratory,US,facility,Washington,https://www.gl.ciw.edu/,7254,750387
Barkatullah University,IN,education,Bhopal,http://www.bubhopal.nic.in/,7254,117594
Institute of Engineering Physics,RU,facility,Moscow,http://iifrf.ru/,7250,931629
Yokohama City University Medical Center,JP,healthcare,Yokohama,http://www.yokohama-cu.ac.jp/urahp/,7248,352295
Spanish National Cancer Research Centre,ES,facility,Madrid,https://www.cnio.es,7248,1658579
Sarah Cannon,US,facility,Nashville,http://sarahcannon.com/,7247,620770
Texas Woman's University,US,education,Denton,https://twu.edu,7246,215356
University of Hawaii at Hilo,US,education,Hilo,http://hilo.hawaii.edu/,7245,398919
Istituto Ortopedico Galeazzi,IT,healthcare,Milan,http://www.galeazzi-gsd.it/,7244,398042
Sociedade Brasileira de Psicologia,BR,nonprofit,Ribeirão Preto,http://novo.sbponline.org.br/,7242,29781
Libera Università Internazionale degli Studi Sociali Guido Carli,IT,education,Rome,http://www.luiss.edu/,7242,123274
Laboratoire d'Intégration des Systèmes et des Technologies,FR,government,Palaiseau,https://list.cea.fr,7241,225641
National Institute of Science Education and Research,IN,education,Bhubaneswar,https://www.niser.ac.in,7240,666057
Polytechnic Institute of Coimbra,PT,education,Coimbra,https://www.ipc.pt,7240,160337
Institute of Human Genetics,PL,facility,Poznań,https://igcz.poznan.pl/,7239,1081439
NOAA Earth System Research Laboratory,US,funder,Boulder,http://www.esrl.noaa.gov/,7236,1470077
Trinity College,CA,education,Toronto,https://www.trinity.utoronto.ca/,7233,269253
Lahore College for Women University,PK,education,Lahore,http://www.lcwu.edu.pk/,7232,111746
Second Hospital of Tianjin Medical University,CN,healthcare,Tianjin,http://www.yd2y.com.cn/,7231,247462
University of Teramo,IT,education,Teramo,https://www.unite.it,7229,421178
University of Western Macedonia,GR,education,Kozani,https://www.uowm.gr,7229,203609
Shanghai Institute of Hematology,CN,facility,Shanghai,http://www.sih.org.cn/html/home/,7228,1014712
S. M. Kirov Military Medical Academy,RU,education,St Petersburg,https://www.vmeda.org,7226,53083
Shanghai Changzheng Hospital,CN,healthcare,Shanghai,http://changzheng.h.yynet.cn/,7225,374732
Bentley University,US,education,Waltham,http://www.bentley.edu/,7223,241425
Tokyo Metropolitan Komagome Hospital,JP,healthcare,Tokyo,http://www.cick.jp/english/,7223,395047
Plasma Technology (United States),US,company,Torrance,http://www.ptise.com/,7222,620965
Songshan Lake Materials Laboratory,CN,government,Dongguan,http://www.sslab.org.cn/,7221,358510
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,DZ,education,Oran,https://www.univ-usto.dz/index.php?lang=fr,7215,140666
OLVG,NL,healthcare,Amsterdam,https://www.olvg.nl/,7214,510049
University of Minnesota Rochester,US,education,Rochester,http://r.umn.edu/,7213,641615
SKA Observatory,GB,facility,Macclesfield,https://www.skaobservatory.org/,7212,336566
Public Health Dayton & Montgomery County,US,healthcare,Dayton,https://www.phdmc.org/,7212,114978
Vasyl Stefanyk Carpathian National University,UA,education,Ivano-Frankivsk,https://cnu.edu.ua,7211,86263
Donald & Barbara Zucker School of Medicine at Hofstra/Northwell,US,education,Hempstead,https://medicine.hofstra.edu,7210,472921
Future University in Egypt,EG,education,Cairo,https://www.fue.edu.eg/,7208,134258
Institute of Microelectronics,SG,facility,Singapore,https://www.a-star.edu.sg/ime/,7208,466239
Abbott Fund,US,nonprofit,Chicago,http://www.abbottfund.org/,7208,1317008
Campbell Collaboration,NO,nonprofit,Oslo,https://www.campbellcollaboration.org/,7208,790716
RISE Research Institutes of Sweden,SE,other,Gothenburg,https://www.ri.se,7206,181742
"Czech Academy of Sciences, Institute of Biotechnology",CZ,facility,Prague,http://www.ibt.cas.cz,7206,426901
Children's Medical Center,US,healthcare,Dallas,https://www.childrens.com/,7204,635691
University of Maryland Center for Environmental Science,US,education,Cambridge,https://www.umces.edu,7204,783690
National Taipei University of Nursing and Health Science,TW,education,Taipei,http://www.ntunhs.edu.tw/bin/home.php?Lang=en,7203,253141
Universidad de Las Américas,EC,education,Quito,https://www.udla.edu.ec,7203,119327
Cordoba University,US,education,Ashburn,http://www1.cordobauniversity.org/?kw=religious+university,7202,143317
Pathways Behavioral Services,US,nonprofit,Waterloo,https://www.pathwaysb.org/,7200,234264
Centro de Investigación en Alimentación y Desarrollo,MX,government,Hermosillo,http://www.ciad.mx/,7200,354239
Serbian Academy of Sciences and Arts,RS,government,Belgrade,http://www.sanu.ac.rs/,7198,129675
Leipzig University of Applied Sciences,DE,education,Leipzig,https://www.htwk-leipzig.de,7196,296363
Catholic University of Eichstätt-Ingolstadt,DE,education,Eichstätt,https://www.ku.de,7196,116043
Shizuoka Cancer Center,JP,funder,Shizuoka,https://www.scchr.jp,7196,473116
Hôpital d'Enfants,FR,healthcare,Vandœuvre-lès-Nancy,http://www.chu-toulouse.fr/-hopital-des-enfants-,7194,299712
University of Technology,RU,education,Korolyov,http://unitech-mo.ru/eng/,7193,107385
Cavendish Hospital,GB,healthcare,Buxton,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/cavendishhospital/,7192,978243
University of Portland,US,education,Portland,http://www.up.edu/,7192,258927
East Sussex County Council,GB,government,Lewes,https://www.eastsussex.gov.uk/,7190,193443
Universidad de Oriente,VE,education,Cumaná,http://www.udo.edu.ve/,7190,78052
Istituto di Chimica Biomolecolare,IT,facility,Catania,https://www4.na.icb.cnr.it,7188,559234
National Institute of Chemistry,SI,facility,Ljubljana,https://www.ki.si,7187,565003
