authors,categories,comment,doi,entry_id,journal_ref,pdf_url,primary_category,published,summary,title,updated
[arxiv.Result.Author('Xinrui Liu')],['cs.AI'],,,http://arxiv.org/abs/2007.02352v1,,http://arxiv.org/pdf/2007.02352v1,cs.AI,2020-07-05 14:28:44+00:00,"Mission schedule of satellites is an important part of space operation
nowadays, since the number and types of satellites in orbit are increasing
tremendously and their corresponding tasks are also becoming more and more
complicated. In this paper, a mission schedule model combined with Proximal
Policy Optimization Algorithm(PPO) is proposed. Different from the traditional
heuristic planning method, this paper incorporate reinforcement learning
algorithms into it and find a new way to describe the problem. Several
constraints including data download are considered in this paper.",Mission schedule of agile satellites based on Proximal Policy Optimization Algorithm,2020-07-05 14:28:44+00:00
"[arxiv.Result.Author('Han van der Aa'), arxiv.Result.Author('Henrik Leopold'), arxiv.Result.Author('Matthias Weidlich')]",['cs.AI'],Accepted for publication in Decision Support Systems,,http://arxiv.org/abs/2007.02416v1,,http://arxiv.org/pdf/2007.02416v1,cs.AI,2020-07-05 18:43:57+00:00,"While supporting the execution of business processes, information systems
record event logs. Conformance checking relies on these logs to analyze whether
the recorded behavior of a process conforms to the behavior of a normative
specification. A key assumption of existing conformance checking techniques,
however, is that all events are associated with timestamps that allow to infer
a total order of events per process instance. Unfortunately, this assumption is
often violated in practice. Due to synchronization issues, manual event
recordings, or data corruption, events are only partially ordered. In this
paper, we put forward the problem of partial order resolution of event logs to
close this gap. It refers to the construction of a probability distribution
over all possible total orders of events of an instance. To cope with the order
uncertainty in real-world data, we present several estimators for this task,
incorporating different notions of behavioral abstraction. Moreover, to reduce
the runtime of conformance checking based on partial order resolution, we
introduce an approximation method that comes with a bounded error in terms of
accuracy. Our experiments with real-world and synthetic data reveal that our
approach improves accuracy over the state-of-the-art considerably.",Partial Order Resolution of Event Logs for Process Conformance Checking,2020-07-05 18:43:57+00:00
[arxiv.Result.Author('Florian Richter')],['cs.AI'],,,http://arxiv.org/abs/2007.02489v1,,http://arxiv.org/pdf/2007.02489v1,cs.AI,2020-07-06 01:13:43+00:00,"Inferential relations govern our concept use. In order to understand a
concept it has to be located in a space of implications. There are different
kinds of conditions for statements, i.e. that the conditions represent
different kinds of explanations, e.g. causal or conceptual explanations. The
crucial questions is: How can the conditionality of language use be
represented. The conceptual background of representation in models is discussed
and in the end I propose how implications of propositional logic and conceptual
determinations can be represented in a model of a neural network.",Space of Reasons and Mathematical Model,2020-07-06 01:13:43+00:00
"[arxiv.Result.Author('Thomas J. Ringstrom'), arxiv.Result.Author('Mohammadhosein Hasanbeig'), arxiv.Result.Author('Alessandro Abate')]",['cs.AI'],,,http://arxiv.org/abs/2007.02527v1,,http://arxiv.org/pdf/2007.02527v1,cs.AI,2020-07-06 05:13:20+00:00,"In Hierarchical Control, compositionality, abstraction, and task-transfer are
crucial for designing versatile algorithms which can solve a variety of
problems with maximal representational reuse. We propose a novel hierarchical
and compositional framework called Jump-Operator Dynamic Programming for
quickly computing solutions within a super-exponential space of sequential
sub-goal tasks with ordering constraints, while also providing a fast
linearly-solvable algorithm as an implementation. This approach involves
controlling over an ensemble of reusable goal-conditioned polices functioning
as temporally extended actions, and utilizes transition operators called
feasibility functions, which are used to summarize initial-to-final state
dynamics of the polices. Consequently, the added complexity of grounding a
high-level task space onto a larger ambient state-space can be mitigated by
optimizing in a lower-dimensional subspace defined by the grounding,
substantially improving the scalability of the algorithm while effecting
transferable solutions. We then identify classes of objective functions on this
subspace whose solutions are invariant to the grounding, resulting in optimal
zero-shot transfer.",Jump Operator Planning: Goal-Conditioned Policy Ensembles and Zero-Shot Transfer,2020-07-06 05:13:20+00:00
"[arxiv.Result.Author('Vanessa Volz'), arxiv.Result.Author('Boris Naujoks')]",['cs.AI'],IEEE Conference on Games 2020,,http://arxiv.org/abs/2007.02742v1,,http://arxiv.org/pdf/2007.02742v1,cs.AI,2020-07-06 13:27:00+00:00,"While games have been used extensively as milestones to evaluate game-playing
AI, there exists no standardised framework for reporting the obtained
observations. As a result, it remains difficult to draw general conclusions
about the strengths and weaknesses of different game-playing AI algorithms. In
this paper, we propose reporting guidelines for AI game-playing performance
that, if followed, provide information suitable for unbiased comparisons
between different AI approaches. The vision we describe is to build benchmarks
and competitions based on such guidelines in order to be able to draw more
general conclusions about the behaviour of different AI algorithms, as well as
the types of challenges different games pose.",Towards Game-Playing AI Benchmarks via Performance Reporting Standards,2020-07-06 13:27:00+00:00
"[arxiv.Result.Author('Noor Akhmad Setiawan'), arxiv.Result.Author('Paruvachi Ammasai Venkatachalam'), arxiv.Result.Author('Ahmad Fadzil M Hani')]",['cs.AI'],,,http://arxiv.org/abs/2007.02854v1,"Proceedings of the International Conference on Man Machine Systems
  Batu Ferringhi Penang October 2009",http://arxiv.org/pdf/2007.02854v1,cs.AI,2020-07-06 16:10:13+00:00,"This research is about the development a fuzzy decision support system for
the diagnosis of coronary artery disease based on evidence. The coronary artery
disease data sets taken from University California Irvine (UCI) are used. The
knowledge base of fuzzy decision support system is taken by using rules
extraction method based on Rough Set Theory. The rules then are selected and
fuzzified based on information from discretization of numerical attributes.
Fuzzy rules weight is proposed using the information from support of extracted
rules. UCI heart disease data sets collected from U.S., Switzerland and
Hungary, data from Ipoh Specialist Hospital Malaysia are used to verify the
proposed system. The results show that the system is able to give the
percentage of coronary artery blocking better than cardiologists and
angiography. The results of the proposed system were verified and validated by
three expert cardiologists and are considered to be more efficient and useful.",Diagnosis of Coronary Artery Disease Using Artificial Intelligence Based Decision Support System,2020-07-06 16:10:13+00:00
"[arxiv.Result.Author('Ankur Deka'), arxiv.Result.Author('Katia Sycara')]",['cs.AI'],,,http://arxiv.org/abs/2007.03102v1,,http://arxiv.org/pdf/2007.03102v1,cs.AI,2020-07-06 22:35:56+00:00,"Multi agent strategies in mixed cooperative-competitive environments can be
hard to craft by hand because each agent needs to coordinate with its teammates
while competing with its opponents. Learning based algorithms are appealing but
many scenarios require heterogeneous agent behavior for the team's success and
this increases the complexity of the learning algorithm. In this work, we
develop a competitive multi agent environment called FortAttack in which two
teams compete against each other. We corroborate that modeling agents with
Graph Neural Networks and training them with Reinforcement Learning leads to
the evolution of increasingly complex strategies for each team. We observe a
natural emergence of heterogeneous behavior amongst homogeneous agents when
such behavior can lead to the team's success. Such heterogeneous behavior from
homogeneous agents is appealing because any agent can replace the role of
another agent at test time. Finally, we propose ensemble training, in which we
utilize the evolved opponent strategies to train a single policy for friendly
agents.",Natural Emergence of Heterogeneous Strategies in Artificially Intelligent Competitive Teams,2020-07-06 22:35:56+00:00
"[arxiv.Result.Author('Hoda Bidkhori'), arxiv.Result.Author('John P Dickerson'), arxiv.Result.Author('Duncan C McElfresh'), arxiv.Result.Author('Ke Ren')]",['cs.AI'],,,http://arxiv.org/abs/2007.03191v1,,http://arxiv.org/pdf/2007.03191v1,cs.AI,2020-07-07 04:08:39+00:00,"Motivated by kidney exchange, we study a stochastic cycle and chain packing
problem, where we aim to identify structures in a directed graph to maximize
the expectation of matched edge weights. All edges are subject to failure, and
the failures can have nonidentical probabilities. To the best of our knowledge,
the state-of-the-art approaches are only tractable when failure probabilities
are identical. We formulate a relevant non-convex optimization problem and
propose a tractable mixed-integer linear programming reformulation to solve it.
In addition, we propose a model that integrates both risks and the expected
utilities of the matching by incorporating conditional value at risk (CVaR)
into the objective function, providing a robust formulation for this problem.
Subsequently, we propose a sample-average-approximation (SAA) based approach to
solve this problem. We test our approaches on data from the United Network for
Organ Sharing (UNOS) and compare against state-of-the-art approaches. Our model
provides better performance with the same running time as a leading
deterministic approach (PICEF). Our CVaR extensions with an SAA-based method
improves the $\alpha \times 100\%$ ($0<\alpha\leqslant 1$) worst-case
performance substantially compared to existing models.",Kidney Exchange with Inhomogeneous Edge Existence Uncertainty,2020-07-07 04:08:39+00:00
"[arxiv.Result.Author('Gabriele Libardi'), arxiv.Result.Author('Gianni De Fabritiis')]",['cs.AI'],,,http://arxiv.org/abs/2007.03328v2,,http://arxiv.org/pdf/2007.03328v2,cs.AI,2020-07-07 10:30:32+00:00,"Solving sparse reward tasks through exploration is one of the major
challenges in deep reinforcement learning, especially in three-dimensional,
partially-observable environments. Critically, the algorithm proposed in this
article uses a single human demonstration to solve hard-exploration problems.
We train an agent on a combination of demonstrations and own experience to
solve problems with variable initial conditions. We adapt this idea and
integrate it with the proximal policy optimization (PPO). The agent is able to
increase its performance and to tackle harder problems by replaying its own
past trajectories prioritizing them based on the obtained reward and the
maximum value of the trajectory. We compare different variations of this
algorithm to behavioral cloning on a set of hard-exploration tasks in the
Animal-AI Olympics environment. To the best of our knowledge, learning a task
in a three-dimensional environment with comparable difficulty has never been
considered before using only one human demonstration.",Guided Exploration with Proximal Policy Optimization using a Single Demonstration,2021-06-16 21:38:35+00:00
"[arxiv.Result.Author('Wolfgang Dvořák'), arxiv.Result.Author('Atefeh Keshavarzi Zafarghandi'), arxiv.Result.Author('Stefan Woltran')]",['cs.AI'],,,http://arxiv.org/abs/2007.03581v1,,http://arxiv.org/pdf/2007.03581v1,cs.AI,2020-07-07 16:03:23+00:00,"Generalizing the attack structure in argumentation frameworks (AFs) has been
studied in different ways. Most prominently, the binary attack relation of Dung
frameworks has been extended to the notion of collective attacks. The resulting
formalism is often termed SETAFs. Another approach is provided via abstract
dialectical frameworks (ADFs), where acceptance conditions specify the relation
between arguments; restricting these conditions naturally allows for so-called
support-free ADFs. The aim of the paper is to shed light on the relation
between these two different approaches. To this end, we investigate and compare
the expressiveness of SETAFs and support-free ADFs under the lens of 3-valued
semantics. Our results show that it is only the presence of unsatisfiable
acceptance conditions in support-free ADFs that discriminate the two
approaches.",Expressiveness of SETAFs and Support-Free ADFs under 3-valued Semantics,2020-07-07 16:03:23+00:00
"[arxiv.Result.Author('Maria Inês Silva'), arxiv.Result.Author('Roberto Henriques')]",['cs.AI'],"14 pages, 11 figures, to be published in Expert Systems with
  Applications",,http://arxiv.org/abs/2007.03727v4,,http://arxiv.org/pdf/2007.03727v4,cs.AI,2020-07-07 18:34:31+00:00,"Processing driving data and investigating driving behavior has been receiving
an increasing interest in the last decades, with applications ranging from car
insurance pricing to policy making. A common strategy to analyze driving
behavior is to study the maneuvers being performance by the driver. In this
paper, we propose TripMD, a system that extracts the most relevant driving
patterns from sensor recordings (such as acceleration) and provides a
visualization that allows for an easy investigation. Additionally, we test our
system using the UAH-DriveSet dataset, a publicly available naturalistic
driving dataset. We show that (1) our system can extract a rich number of
driving patterns from a single driver that are meaningful to understand driving
behaviors and (2) our system can be used to identify the driving behavior of an
unknown driver from a set of drivers whose behavior we know.",TripMD: Driving patterns investigation via Motif Analysis,2021-07-05 16:49:18+00:00
"[arxiv.Result.Author('Leila Amgoud'), arxiv.Result.Author('Srdjan Vesic')]",['cs.AI'],,,http://arxiv.org/abs/2007.04221v1,,http://arxiv.org/pdf/2007.04221v1,cs.AI,2020-07-08 15:59:14+00:00,"We show that preferred, stable, complete, and grounded semantics satisfy
attack removal monotonicity. This means that if an attack from b to a is
removed, the status of a cannot worsen, e.g. if a was skeptically accepted, it
cannot become rejected.",Dung's semantics satisfy attack removal monotonicity,2020-07-08 15:59:14+00:00
"[arxiv.Result.Author('Nicholas Kluge Corrêa'), arxiv.Result.Author('Nythamar de Oliveira')]",['cs.AI'],,10.47289/AIEJ20210716-2,http://arxiv.org/abs/2007.04477v13,The AI Ethics Journal (2021),http://arxiv.org/pdf/2007.04477v13,cs.AI,2020-07-08 23:50:28+00:00,"What do Cyberpunk and AI Ethics have to do with each other? Cyberpunk is a
sub-genre of science fiction that explores the post-human relationships between
human experience and technology. One similarity between AI Ethics and Cyberpunk
literature is that both seek to explore future social and ethical problems that
our technological advances may bring upon society. In recent years, an
increasing number of ethical matters involving AI have been pointed and
debated, and several ethical principles and guides have been suggested as
governance policies for the tech industry. However, would this be the role of
AI Ethics? To serve as a soft and ambiguous version of the law? We would like
to advocate in this article for a more Cyberpunk way of doing AI Ethics, with a
more democratic way of governance. In this study, we will seek to expose some
of the deficits of the underlying power structures of the AI industry, and
suggest that AI governance be subject to public opinion, so that good AI can
become good AI for all.",Good AI for the Present of Humanity Democratizing AI Governance,2021-08-17 01:27:49+00:00
"[arxiv.Result.Author('Lei Zhang'), arxiv.Result.Author('Wei Bai'), arxiv.Result.Author('Shize Guo'), arxiv.Result.Author('Shiming Xia'), arxiv.Result.Author('Hongmei Li'), arxiv.Result.Author('Zhisong Pan')]","['cs.AI', '68-02', 'I.2.m']","10 pages, 6 figures",,http://arxiv.org/abs/2007.04614v1,,http://arxiv.org/pdf/2007.04614v1,cs.AI,2020-07-09 07:53:35+00:00,"In this work, we present a learning-based approach to analysis cyberspace
configuration. Unlike prior methods, our approach has the ability to learn from
past experience and improve over time. In particular, as we train over a
greater number of agents as attackers, our method becomes better at rapidly
finding attack paths for previously hidden paths, especially in multiple domain
cyberspace. To achieve these results, we pose finding attack paths as a
Reinforcement Learning (RL) problem and train an agent to find multiple domain
attack paths. To enable our RL policy to find more hidden attack paths, we
ground representation introduction an multiple domain action select module in
RL. By designing a simulated cyberspace experimental environment to verify our
method. Our objective is to find more hidden attack paths, to analysis the
weakness of cyberspace configuration. The experimental results show that our
method can find more hidden multiple domain attack paths than existing
baselines methods.",Weakness Analysis of Cyberspace Configuration Based on Reinforcement Learning,2020-07-09 07:53:35+00:00
"[arxiv.Result.Author('Charu Agarwal'), arxiv.Result.Author('Rushikesh K. Joshi')]",['cs.AI'],"28 pages, 28 figures, category: cs, preprint",,http://arxiv.org/abs/2007.04663v1,,http://arxiv.org/pdf/2007.04663v1,cs.AI,2020-07-09 09:45:03+00:00,"An unconstrained crossword puzzle is a generalization of the constrained
crossword problem. In this problem, only the word vocabulary, and optionally
the grid dimensions are known. Hence, it not only requires the algorithm to
determine the word locations, but it also needs to come up with the grid
geometry. This paper discusses algorithmic strategies for automatic crossword
puzzle generation in such an unconstrained setting. The strategies proposed
cover the tasks of selection of words from a given vocabulary, selection of
grid sizes, grid resizing and adjustments, metrics for word fitting,
back-tracking techniques, and also clue generation. The strategies have been
formulated based on a study of the effect of word sequence permutation order on
grid fitting. An end-to-end algorithm that combines these strategies is
presented, and its performance is analyzed. The techniques have been found to
be successful in quickly producing well-packed puzzles of even large sizes.
Finally, a few example puzzles generated by our algorithm are also provided.",Automation Strategies for Unconstrained Crossword Puzzle Generation,2020-07-09 09:45:03+00:00
"[arxiv.Result.Author('Lennart Bramlage'), arxiv.Result.Author('Aurelio Cortese')]",['cs.AI'],"8 pages, 6 figures",,http://arxiv.org/abs/2007.04862v2,,http://arxiv.org/pdf/2007.04862v2,cs.AI,2020-07-09 15:04:26+00:00,"In neuroscience, attention has been shown to bidirectionally interact with
reinforcement learning (RL) processes. This interaction is thought to support
dimensionality reduction of task representations, restricting computations to
relevant features. However, it remains unclear whether these properties can
translate into real algorithmic advantages for artificial agents, especially in
dynamic environments. We design a model incorporating a self-attention
mechanism that implements task-state representations in semantic feature-space,
and test it on a battery of Atari games. To evaluate the agent's selective
properties, we add a large volume of task-irrelevant features to observations.
In line with neuroscience predictions, self-attention leads to increased
robustness to noise compared to benchmark models. Strikingly, this
self-attention mechanism is general enough, such that it can be naturally
extended to implement a transient working-memory, able to solve a partially
observable maze task. Lastly, we highlight the predictive quality of attended
stimuli. Because we use semantic observations, we can uncover not only which
features the agent elects to base decisions on, but also how it chooses to
compile more complex, relational features from simpler ones. These results
formally illustrate the benefits of attention in deep RL and provide evidence
for the interpretability of self-attention mechanisms.",Attention or memory? Neurointerpretable agents in space and time,2020-07-12 15:32:16+00:00
"[arxiv.Result.Author('Rustam'), arxiv.Result.Author('Koredianto Usman'), arxiv.Result.Author('Mudyawati Kamaruddin'), arxiv.Result.Author('Dina Chamidah'), arxiv.Result.Author('Nopendri'), arxiv.Result.Author('Khaerudin Saleh'), arxiv.Result.Author('Yulinda Eliskar'), arxiv.Result.Author('Ismail Marzuki')]",['cs.AI'],"13 pages, 13 figures, submitted to Acta Polytechnica as scientific
  journal published by the Czech Technical University in Prague",,http://arxiv.org/abs/2007.04908v2,,http://arxiv.org/pdf/2007.04908v2,cs.AI,2020-07-09 16:12:11+00:00,"Possibilistic fuzzy c-means (PFCM) algorithm is a reliable algorithm has been
proposed to deal the weakness of two popular algorithms for clustering, fuzzy
c-means (FCM) and possibilistic c-means (PCM). PFCM algorithm deals with the
weaknesses of FCM in handling noise sensitivity and the weaknesses of PCM in
the case of coincidence clusters. However, the PFCM algorithm can be only
applied to cluster complete data sets. Therefore, in this study, we propose a
modification of the PFCM algorithm that can be applied to incomplete data sets
clustering. We modified the PFCM algorithm to OCSPFCM and NPSPFCM algorithms
and measured performance on three things: 1) accuracy percentage, 2) a number
of iterations to termination, and 3) centroid errors. Based on the results that
both algorithms have the potential for clustering incomplete data sets.
However, the performance of the NPSPFCM algorithm is better than the OCSPFCM
algorithm for clustering incomplete data sets.",Modified Possibilistic Fuzzy C-Means Algorithm for Clustering Incomplete Data Sets,2020-07-15 23:37:09+00:00
"[arxiv.Result.Author('Amal Nammouchi'), arxiv.Result.Author('Hakim Ghazzai'), arxiv.Result.Author('Yehia Massoud')]",['cs.AI'],"5 pages, 2 figures, 2 tables, conference",,http://arxiv.org/abs/2007.04949v1,,http://arxiv.org/pdf/2007.04949v1,cs.AI,2020-07-09 17:23:55+00:00,"The Travelling Salesman Problem (TSP) is a challenging graph task in
combinatorial optimization that requires reasoning about both local node
neighborhoods and global graph structure. In this paper, we propose to use the
novel Graph Learning Network (GLN), a generative approach, to approximately
solve the TSP. GLN model learns directly the pattern of TSP instances as
training dataset, encodes the graph properties, and merge the different node
embeddings to output node-to-node an optimal tour directly or via graph search
technique that validates the final tour. The preliminary results of the
proposed novel approach proves its applicability to this challenging problem
providing a low optimally gap with significant computation saving compared to
the optimal solution.",A Generative Graph Method to Solve the Travelling Salesman Problem,2020-07-09 17:23:55+00:00
"[arxiv.Result.Author('Yongliang Lu'), arxiv.Result.Author('Jin-Kao Hao'), arxiv.Result.Author('Qinghua Wu')]",['cs.AI'],"26 pages, 6 figures",,http://arxiv.org/abs/2007.05254v3,,http://arxiv.org/pdf/2007.05254v3,cs.AI,2020-07-10 08:56:06+00:00,"The Clustered Traveling Salesman Problem (CTSP) is a variant of the popular
Traveling Salesman Problem (TSP) arising from a number of real-life
applications. In this work, we explore a transformation approach that solves
the CTSP by converting it to the well-studied TSP. For this purpose, we first
investigate a technique to convert a CTSP instance to a TSP and then apply
powerful TSP solvers (including exact and heuristic solvers) to solve the
resulting TSP instance. We want to answer the following questions: How do
state-of-the-art TSP solvers perform on clustered instances converted from the
CTSP? Do state-of-the-art TSP solvers compete well with the best performing
methods specifically designed for the CTSP? For this purpose, we present
intensive computational experiments on various benchmark instances to draw
conclusions.",Solving the Clustered Traveling Salesman Problem via TSP methods,2022-04-14 11:34:37+00:00
"[arxiv.Result.Author('Guilherme Paulino-Passos'), arxiv.Result.Author('Francesca Toni')]",['cs.AI'],,,http://arxiv.org/abs/2007.05284v2,,http://arxiv.org/pdf/2007.05284v2,cs.AI,2020-07-10 10:08:30+00:00,"Recently, abstract argumentation-based models of case-based reasoning
($AA{\text -}CBR$ in short) have been proposed, originally inspired by the
legal domain, but also applicable as classifiers in different scenarios,
including image classification, sentiment analysis of text, and in predicting
the passage of bills in the UK Parliament. However, the formal properties of
$AA{\text -}CBR$ as a reasoning system remain largely unexplored. In this
paper, we focus on analysing the non-monotonicity properties of a regular
version of $AA{\text -}CBR$ (that we call $AA{\text -}CBR_{\succeq}$).
Specifically, we prove that $AA{\text -}CBR_{\succeq}$ is not cautiously
monotonic, a property frequently considered desirable in the literature of
non-monotonic reasoning. We then define a variation of $AA{\text
-}CBR_{\succeq}$ which is cautiously monotonic, and provide an algorithm for
obtaining it. Further, we prove that such variation is equivalent to using
$AA{\text -}CBR_{\succeq}$ with a restricted casebase consisting of all
""surprising"" cases in the original casebase.",Cautious Monotonicity in Case-Based Reasoning with Abstract Argumentation,2020-07-13 07:42:11+00:00
"[arxiv.Result.Author('Richard Evans'), arxiv.Result.Author('Jose Hernandez-Orallo'), arxiv.Result.Author('Johannes Welbl'), arxiv.Result.Author('Pushmeet Kohli'), arxiv.Result.Author('Marek Sergot')]",['cs.AI'],arXiv admin note: substantial text overlap with arXiv:1910.02227,,http://arxiv.org/abs/2007.05367v1,,http://arxiv.org/pdf/2007.05367v1,cs.AI,2020-07-09 11:54:05+00:00,"The Apperception Engine is an unsupervised learning system. Given a sequence
of sensory inputs, it constructs a symbolic causal theory that both explains
the sensory sequence and also satisfies a set of unity conditions. The unity
conditions insist that the constituents of the theory - objects, properties,
and laws - must be integrated into a coherent whole. Once a theory has been
constructed, it can be applied to predict future sensor readings, retrodict
earlier readings, or impute missing readings.
  In this paper, we evaluate the Apperception Engine in a diverse variety of
domains, including cellular automata, rhythms and simple nursery tunes,
multi-modal binding problems, occlusion tasks, and sequence induction
intelligence tests. In each domain, we test our engine's ability to predict
future sensor values, retrodict earlier sensor values, and impute missing
sensory data. The engine performs well in all these domains, significantly
outperforming neural net baselines and state of the art inductive logic
programming systems. These results are significant because neural nets
typically struggle to solve the binding problem (where information from
different modalities must somehow be combined together into different aspects
of one unified object) and fail to solve occlusion tasks (in which objects are
sometimes visible and sometimes obscured from view). We note in particular that
in the sequence induction intelligence tests, our system achieved human-level
performance. This is notable because our system is not a bespoke system
designed specifically to solve intelligence tests, but a general-purpose system
that was designed to make sense of any sensory sequence.",Evaluating the Apperception Engine,2020-07-09 11:54:05+00:00
[arxiv.Result.Author('Koen Holtman')],['cs.AI'],"Part 1 of this work is a preprint of a conference paper to appear in:
  Proceedings of the 13th International Conference on Artificial General
  Intelligence (AGI-20), Springer LNAI 12177 (2020). Part 2 has additional, new
  research results that go beyond those in the conference paper",,http://arxiv.org/abs/2007.05411v1,,http://arxiv.org/pdf/2007.05411v1,cs.AI,2020-07-10 14:30:56+00:00,"While it is still unclear if agents with Artificial General Intelligence
(AGI) could ever be built, we can already use mathematical models to
investigate potential safety systems for these agents. We present an AGI safety
layer that creates a special dedicated input terminal to support the iterative
improvement of an AGI agent's utility function. The humans who switched on the
agent can use this terminal to close any loopholes that are discovered in the
utility function's encoding of agent goals and constraints, to direct the agent
towards new goals, or to force the agent to switch itself off. An AGI agent may
develop the emergent incentive to manipulate the above utility function
improvement process, for example by deceiving, restraining, or even attacking
the humans involved. The safety layer will partially, and sometimes fully,
suppress this dangerous incentive. The first part of this paper generalizes
earlier work on AGI emergency stop buttons. We aim to make the mathematical
methods used to construct the layer more accessible, by applying them to an MDP
model. We discuss two provable properties of the safety layer, and show ongoing
work in mapping it to a Causal Influence Diagram (CID). In the second part, we
develop full mathematical proofs, and show that the safety layer creates a type
of bureaucratic blindness. We then present the design of a learning agent, a
design that wraps the safety layer around either a known machine learning
system, or a potential future AGI-level learning system. The resulting agent
will satisfy the provable safety properties from the moment it is first
switched on. Finally, we show how this agent can be mapped from its model to a
real-life implementation. We review the methodological issues involved in this
step, and discuss how these are typically resolved.",AGI Agent Safety by Iteratively Improving the Utility Function,2020-07-10 14:30:56+00:00
"[arxiv.Result.Author('Mikael Zayenz Lagerkvist'), arxiv.Result.Author('Magnus Rattfeldt')]",['cs.AI'],,,http://arxiv.org/abs/2007.05423v1,,http://arxiv.org/pdf/2007.05423v1,cs.AI,2020-07-10 14:54:57+00:00,"Propagators are central to the success of constraint programming, that is
contracting functions removing values proven not to be in any solution of a
given constraint. The literature contains numerous propagation algorithms, for
many different constraints, and common to all these propagation algorithms is
the notion of correctness: only values that appear in no solution to the
respective constraint may be removed. In this paper half-checking propagators
are introduced, for which the only requirements are that identified solutions
(by the propagators) are actual solutions (to the corresponding constraints),
and that the propagators are contracting. In particular, a half-checking
propagator may remove solutions resulting in an incomplete solving process, but
with the upside that (good) solutions may be found faster. Overall completeness
can be obtained by running half-checking propagators as one component in a
portfolio solving process. Half-checking propagators opens up a wider variety
of techniques to be used when designing propagation algorithms, compared to
what is currently available.
  A formal model for half-checking propagators is introduced, together with a
detailed description of how to support such propagators in a constraint
programming system. Three general directions for creating half-checking
propagation algorithms are introduced, and used for designing new half-checking
propagators for the cost-circuit constraint as examples. The new propagators
are implemented in the Gecode system.",Half-checking propagators,2020-07-10 14:54:57+00:00
"[arxiv.Result.Author('Matthew C. Fontaine'), arxiv.Result.Author('Ruilin Liu'), arxiv.Result.Author('Ahmed Khalifa'), arxiv.Result.Author('Jignesh Modi'), arxiv.Result.Author('Julian Togelius'), arxiv.Result.Author('Amy K. Hoover'), arxiv.Result.Author('Stefanos Nikolaidis')]",['cs.AI'],Accepted to AAAI 2021,,http://arxiv.org/abs/2007.05674v4,,http://arxiv.org/pdf/2007.05674v4,cs.AI,2020-07-11 03:38:06+00:00,"Generative adversarial networks (GANs) are quickly becoming a ubiquitous
approach to procedurally generating video game levels. While GAN generated
levels are stylistically similar to human-authored examples, human designers
often want to explore the generative design space of GANs to extract
interesting levels. However, human designers find latent vectors opaque and
would rather explore along dimensions the designer specifies, such as number of
enemies or obstacles. We propose using state-of-the-art quality diversity
algorithms designed to optimize continuous spaces, i.e. MAP-Elites with a
directional variation operator and Covariance Matrix Adaptation MAP-Elites, to
efficiently explore the latent space of a GAN to extract levels that vary
across a set of specified gameplay measures. In the benchmark domain of Super
Mario Bros, we demonstrate how designers may specify gameplay measures to our
system and extract high-quality (playable) levels with a diverse range of level
mechanics, while still maintaining stylistic similarity to human authored
examples. An online user study shows how the different mechanics of the
automatically generated levels affect subjective ratings of their perceived
difficulty and appearance.",Illuminating Mario Scenes in the Latent Space of a Generative Adversarial Network,2021-06-21 04:14:08+00:00
"[arxiv.Result.Author('Faruk Kucuksubasi'), arxiv.Result.Author('Elif Surer')]",['cs.AI'],,,http://arxiv.org/abs/2007.05961v1,,http://arxiv.org/pdf/2007.05961v1,cs.AI,2020-07-12 11:30:48+00:00,"Reinforcement learning (RL) agents are often designed specifically for a
particular problem and they generally have uninterpretable working processes.
Statistical methods-based agent algorithms can be improved in terms of
generalizability and interpretability using symbolic Artificial Intelligence
(AI) tools such as logic programming. In this study, we present a model-free RL
architecture that is supported with explicit relational representations of the
environmental objects. For the first time, we use the PrediNet network
architecture in a dynamic decision-making problem rather than image-based
tasks, and Multi-Head Dot-Product Attention Network (MHDPA) as a baseline for
performance comparisons. We tested two networks in two environments ---i.e.,
the baseline Box-World environment and our novel environment,
Relational-Grid-World (RGW). With the procedurally generated RGW environment,
which is complex in terms of visual perceptions and combinatorial selections,
it is easy to measure the relational representation performance of the RL
agents. The experiments were carried out using different configurations of the
environment so that the presented module and the environment were compared with
the baselines. We reached similar policy optimization performance results with
the PrediNet architecture and MHDPA; additionally, we achieved to extract the
propositional representation explicitly ---which makes the agent's statistical
policy logic more interpretable and tractable. This flexibility in the agent's
policy provides convenience for designing non-task-specific agent
architectures. The main contributions of this study are two-fold ---an RL agent
that can explicitly perform relational reasoning, and a new environment that
measures the relational reasoning capabilities of RL agents.",Relational-Grid-World: A Novel Relational Reasoning Environment and An Agent Model for Relational Information Extraction,2020-07-12 11:30:48+00:00
