search URL:,https://patents.google.com/?q=%28Artificial+Intelligence%29&oq=Artificial+Intelligence,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
US-6785673-B1,Method for converting relational data into XML ,At&T Corp.,"Maria F. Fernandez, Atsuyuki Morishima, Dan Suciu, Wang-Chiew Tan",2000-02-09,2001-12-28,2004-08-31,2004-08-31,https://patents.google.com/patent/US6785673B1/en,https://patentimages.storage.googleapis.com/3d/f2/6a/e98a7b78e275e0/US06785673-20040831-D00000.png
US-5724987-A,Neurocognitive adaptive computer-aided training method and system ,"Sam Technology, Inc.","Alan Gevins, Harrison Leong, Isabel Sam-Vargas, Michael Smith",1991-09-26,1995-07-20,1998-03-10,1998-03-10,https://patents.google.com/patent/US5724987A/en,https://patentimages.storage.googleapis.com/60/de/f1/bd35f4f9b07be6/US5724987-drawings-page-2.png
US-8041570-B2,Dialogue management using scripts ,Robert Bosch Corporation,"Danilo Mirkovic, Lawrence Cavedon",2005-05-31,2005-05-31,2011-10-18,2011-10-18,https://patents.google.com/patent/US8041570B2/en,https://patentimages.storage.googleapis.com/8e/41/e2/368dab89139a68/US08041570-20111018-D00000.png
US-6695209-B1,Triggerless optical reader with signal enhancement features ,"Psc Scanning, Inc.",Chay K. La,1999-10-04,1999-10-04,2004-02-24,2004-02-24,https://patents.google.com/patent/US6695209B1/en,https://patentimages.storage.googleapis.com/76/45/50/4ee3551a9e9fd6/US6695209-drawings-page-2.png
US-6438523-B1,Processing handwritten and hand-drawn input and speech input ,"John A. Oberteuffer, John Wilbanks, Loken-Kim Kyung-Ho, William Kania","John A. Oberteuffer, John Wilbanks, Kyung-ho Loken-Kim, William Kania",1998-05-20,1999-05-18,2002-08-20,2002-08-20,https://patents.google.com/patent/US6438523B1/en,https://patentimages.storage.googleapis.com/ec/68/48/0c5ad2805bd0c9/US6438523-drawings-page-5.png
US-5226417-A,Apparatus for the detection of motion transients ,"Nellcor, Inc.","David B. Swedlow, Robert L. Clark, Adnan I. Merchant, Deborah A. Briggs, Jessica A. Warring",1991-03-11,1991-03-11,1993-07-13,1993-07-13,https://patents.google.com/patent/US5226417A/en,https://patentimages.storage.googleapis.com/64/4a/e6/22a2cfa73b4683/US5226417-drawings-page-2.png
US-5845299-A,Draw-based editor for web pages ,Rae Technology Llc,"Samir Arora, Gagan Arora, Rajagopal Lakshminarayan, Gregory Brown, Martin Fried-Nielsen",1996-07-29,1996-07-29,1998-12-01,1998-12-01,https://patents.google.com/patent/US5845299A/en,https://patentimages.storage.googleapis.com/3f/02/42/b19e3c29431123/US5845299-drawings-page-3.png
US-6415250-B1,System and method for identifying language using morphologically-based techniques ,"Novell, Inc.",David van den Akker,1997-06-18,1997-06-18,2002-07-02,2002-07-02,https://patents.google.com/patent/US6415250B1/en,https://patentimages.storage.googleapis.com/5f/7f/12/db7bbadee70861/US6415250-drawings-page-2.png
US-7095871-B2,Digital asset management and linking media signals with related data using watermarks ,Digimarc Corporation,"Kevin C. Jones, Cynthia K. Aggson, Tony F. Rodriguez, Brian Mosher, Kenneth L. Levy, R. Stephen Hiatt, Geoffrey B. Rhoads",1995-07-27,2002-04-05,2006-08-22,2006-08-22,https://patents.google.com/patent/US7095871B2/en,https://patentimages.storage.googleapis.com/33/87/c7/78a7370d4fa524/US07095871-20060822-D00000.png
US-5561071-A,DNA and DNA technology for the construction of networks to be used in chip construction and chip production (DNA-chips) ,"Hollenberg; Cornelis P., Di Mauro; Ernesto","Cornelis P. Hollenberg, Ernesto di Mauro",1989-07-24,1995-09-25,1996-10-01,1996-10-01,https://patents.google.com/patent/US5561071A/en,https://patentimages.storage.googleapis.com/9e/31/2d/8cabacb52ddcb4/US5561071-drawings-page-3.png
US-6064959-A,Error correction in speech recognition ,"Dragon Systems, Inc.","Jonathan Hood Young, David Wilsberg Parmenter, Robert Roth, Joev Dubach, Gregory J. Gadbois, Stijn Van Even",1997-03-28,1997-03-28,2000-05-16,2000-05-16,https://patents.google.com/patent/US6064959A/en,https://patentimages.storage.googleapis.com/d6/8e/62/7cea2a877fb9e4/US6064959-drawings-page-3.png
US-8838457-B2,Using results of unstructured language model based speech recognition to control a system-level function of a mobile communications facility ,Vlingo Corporation,"Joseph P. Cerra, John N. Nguyen, Michael S. Phillips, Han Shu",2007-03-07,2008-08-01,2014-09-16,2014-09-16,https://patents.google.com/patent/US8838457B2/en,https://patentimages.storage.googleapis.com/08/36/93/f06cb69aa255c9/US08838457-20140916-D00000.png
US-6317750-B1,Method and apparatus for accessing multidimensional data ,Hyperion Solutions Corporation,"Thomas R. Tortolani, Koorosh M. Nouri",1998-10-26,1998-10-26,2001-11-13,2001-11-13,https://patents.google.com/patent/US6317750B1/en,https://patentimages.storage.googleapis.com/2f/74/c5/02e8a606d6a3c0/US6317750-drawings-page-2.png
US-8402540-B2,Systems and methods for processing data flows ,"Crossbeam Systems, Inc.","Harsh Kapoor, Moisey Akerman, Stephen D. Justus, JC Ferguson, Yevgeny Korsunsky, Paul S. Gallo, Charles Ching Lee, Timothy M. Martin, Chunsheng Fu, Weidong Xu",2000-09-25,2007-10-24,2013-03-19,2013-03-19,https://patents.google.com/patent/US8402540B2/en,https://patentimages.storage.googleapis.com/8e/18/94/d4c14aa4623d31/US08402540-20130319-D00000.png
US-6415978-B1,Multiple technology data reader for bar code labels and RFID tags ,"Psc Scanning, Inc.",Clarke W. McAllister,1999-05-03,1999-05-03,2002-07-09,2002-07-09,https://patents.google.com/patent/US6415978B1/en,https://patentimages.storage.googleapis.com/e7/6a/54/2dcc013c08dd7c/US6415978-drawings-page-2.png
US-5920061-A,Portable data collection device including imaging assembly with modular high density dataform reader assembly ,Metanetics Corporation,Chen Feng,1997-05-29,1997-05-29,1999-07-06,1999-07-06,https://patents.google.com/patent/US5920061A/en,https://patentimages.storage.googleapis.com/94/28/5f/6b5930657bc94a/US5920061-drawings-page-2.png
US-6904110-B2,Channel equalization system and method ,"Francois Trans, Tho Le-Ngoc","Francois Trans, Tho Le-Ngoc",1997-07-31,2001-05-01,2005-06-07,2005-06-07,https://patents.google.com/patent/US6904110B2/en,https://patentimages.storage.googleapis.com/b3/98/f6/0c443e095ff137/US06904110-20050607-D00000.png
US-5019699-A,Hand-held optical character reader with means for instantaneously reading information from a predetermined area at an optical sensing area ,Norand Corporation,Steven E. Koenck,1988-08-31,1988-08-31,1991-05-28,1991-05-28,https://patents.google.com/patent/US5019699A/en,https://patentimages.storage.googleapis.com/c7/0a/d0/f8b2cce1061acc/US5019699-drawings-page-2.png
US-2015324690-A1,Deep Learning Training System ,Microsoft Corporation,"Trishul A. Chilimbi, Yutaka Suzue, Johnson R. Apacible, Karthik Kalyanaraman",2014-05-08,2014-09-22,2015-11-12,,https://patents.google.com/patent/US20150324690A1/en,https://patentimages.storage.googleapis.com/fb/b0/a8/640005e8019e4f/US20150324690A1-20151112-D00000.png
US-5956736-A,Object-oriented editor for creating world wide web documents ,"Apple Computer, Inc.","Michael Robert Hanson, John Lilly",1996-09-27,1996-09-27,1999-09-21,1999-09-21,https://patents.google.com/patent/US5956736A/en,https://patentimages.storage.googleapis.com/f0/04/94/140cd3200819a2/US5956736-drawings-page-2.png
US-2003125927-A1,Method and system for translating instant messages ,Microsoft Corporation,Yonas Seme,2001-12-28,2001-12-28,2003-07-03,,https://patents.google.com/patent/US20030125927A1/en,https://patentimages.storage.googleapis.com/0b/4a/5d/724bf5a009bb48/US20030125927A1-20030703-D00000.png
US-6065026-A,Multi-user electronic document authoring system with prompted updating of shared language ,"Document.Com, Inc.","Edward J. Cornelia, Benjamin Fine, Jonathan D. Jacobs, Neal J. Karasic",1997-01-09,1997-06-13,2000-05-16,2000-05-16,https://patents.google.com/patent/US6065026A/en,https://patentimages.storage.googleapis.com/0c/72/53/5d242da1399c31/US6065026-drawings-page-2.png
US-2013297353-A1,Systems and methods for filing insurance claims using mobile imaging ,Mitek Systems,"Mike Strange, James DeBello",2008-01-18,2013-03-15,2013-11-07,,https://patents.google.com/patent/US20130297353A1/en,https://patentimages.storage.googleapis.com/9a/53/f9/ff5deec92d1c7a/US20130297353A1-20131107-D00000.png
US-2011289397-A1,Displaying Table Data in a Limited Display Area ,"Mauricio Eastmond, Jones Jerrold H, Becerra Sr Santiago, David Becerra, Jordan Rounds","Mauricio Eastmond, Jerrold H. Jones, Santiago Becerra, SR., David Becerra, Jordan Rounds",2010-05-19,2011-05-19,2011-11-24,,https://patents.google.com/patent/US20110289397A1/en,https://patentimages.storage.googleapis.com/be/73/55/8c10581a976953/US20110289397A1-20111124-D00000.png
US-2015178260-A1,Multi-layered presentation and mechanisms for collaborating with the same ,"Avaya, Inc.",Gordon R. Brunson,2013-12-20,2013-12-20,2015-06-25,,https://patents.google.com/patent/US20150178260A1/en,https://patentimages.storage.googleapis.com/94/81/8e/3e2bc38dede613/US20150178260A1-20150625-D00000.png
US-6233545-B1,Universal machine translator of arbitrary languages utilizing epistemic moments ,William E. Datig,William E. Datig,1997-05-01,1998-03-03,2001-05-15,2001-05-15,https://patents.google.com/patent/US6233545B1/en,https://patentimages.storage.googleapis.com/0e/62/d8/6480bffc7bbdbf/US06233545-20010515-D00000.png
US-7222156-B2,Integrating collaborative messaging into an electronic mail program ,Microsoft Corporation,"Anoop Gupta, Mary P. Czerwinski",2001-01-25,2001-01-25,2007-05-22,2007-05-22,https://patents.google.com/patent/US7222156B2/en,https://patentimages.storage.googleapis.com/f5/18/92/1b405679135a47/US07222156-20070522-D00000.png
US-5134574-A,Performance control apparatus and method in a processing plant ,The Foxboro Company,"Malcolm C. Beaverstock, Peter G. Martin",1990-02-27,1990-02-27,1992-07-28,1992-07-28,https://patents.google.com/patent/US5134574A/en,https://patentimages.storage.googleapis.com/01/56/8c/b54a944739801f/US5134574-drawings-page-2.png
US-9443123-B2,System and method for indicia verification ,"Hand Held Products, Inc.",Benjamin Hejl,2014-07-18,2014-07-18,2016-09-13,2016-09-13,https://patents.google.com/patent/US9443123B2/en,https://patentimages.storage.googleapis.com/ef/55/cf/84ea4f42f3c582/US09443123-20160913-D00000.png
US-5703349-A,Portable data collection device with two dimensional imaging assembly ,Metanetics Corporation,"Robert F. Meyerson, Ynjiun P. Wang",1995-06-26,1995-12-20,1997-12-30,1997-12-30,https://patents.google.com/patent/US5703349A/en,https://patentimages.storage.googleapis.com/2e/2f/f0/0b98ef7ddfc41b/US5703349-drawings-page-2.png
US-5659167-A,Visually interactive decoding of dataforms ,Metanetics Corporation,"Ynjiun P. Wang, Robert F. Meyerson",1994-04-05,1995-12-06,1997-08-19,1997-08-19,https://patents.google.com/patent/US5659167A/en,https://patentimages.storage.googleapis.com/b0/4b/f7/1b8fa691957cc0/US5659167-drawings-page-2.png
US-5848972-A,Method for endocardial activation mapping using a multi-electrode catheter ,Children's Medical Center Corporation,"John K. Triedman, Kathy J. Jenkins, Steven D. Colan",1995-09-15,1996-09-13,1998-12-15,1998-12-15,https://patents.google.com/patent/US5848972A/en,https://patentimages.storage.googleapis.com/33/3e/be/22290ac02a44a5/US5848972-drawings-page-3.png
US-6219639-B1,Method and apparatus for recognizing identity of individuals employing synchronized biometrics ,International Business Machines Corporation,"Raimo Bakis, Dimitri Kanevsky, Stephane Herman Maes",1998-04-28,1998-04-28,2001-04-17,2001-04-17,https://patents.google.com/patent/US6219639B1/en,https://patentimages.storage.googleapis.com/d5/3c/b7/dd1722d8a901d4/US6219639-drawings-page-2.png
US-9730640-B2,Pulse oximeter probe-off detector ,Masimo Corporation,"Mohamed K. Diab, Ammar Al-Ali",1999-03-25,2013-09-10,2017-08-15,2017-08-15,https://patents.google.com/patent/US9730640B2/en,https://patentimages.storage.googleapis.com/50/a8/f5/093b23141b0458/US09730640-20170815-D00000.png
US-5532467-A,Optical scanning head ,Roustaei; Alex,Alex Roustaei,1992-02-27,1994-09-16,1996-07-02,1996-07-02,https://patents.google.com/patent/US5532467A/en,https://patentimages.storage.googleapis.com/f5/62/03/34e1d03d2f2216/US5532467-drawings-page-2.png
US-5127055-A,Speech recognition apparatus & method having dynamic reference pattern adaptation ,"Kurzweil Applied Intelligence, Inc.",Leah S. Larkey,1988-12-30,1991-02-11,1992-06-30,1992-06-30,https://patents.google.com/patent/US5127055A/en,https://patentimages.storage.googleapis.com/0a/ec/ab/6f004e023a730c/US5127055-drawings-page-2.png
US-9788768-B2,Physiological parameter tracking system ,Masimo Corporation,"Ammar Al-Ali, Mohamed K. Diab, Walter M. Weber",2003-08-28,2013-02-26,2017-10-17,2017-10-17,https://patents.google.com/patent/US9788768B2/en,https://patentimages.storage.googleapis.com/85/6b/bb/93a72e048cb2f1/US09788768-20171017-D00000.png
US-5420409-A,Bar code scanner providing aural feedback ,"Welch Allyn, Inc.","Andrew Longacre, Jr., Robert M. Hussey",1993-10-18,1993-10-18,1995-05-30,1995-05-30,https://patents.google.com/patent/US5420409A/en,https://patentimages.storage.googleapis.com/38/39/c9/121283ddedf520/US5420409-drawings-page-2.png
US-2022366494-A1,Market orchestration system for facilitating electronic marketplace transactions ,"Strong Force TX Portfolio 2018, LLC","Charles Howard Cella, Andrew Cardno, Taylor D. Charon, Teymour S. EL-TAHRY, Richard A. Spitz, Jenna Lynn Parenti, Leon R. Fortin, Jr.",2018-05-06,2021-12-17,2022-11-17,,https://patents.google.com/patent/US20220366494A1/en,https://patentimages.storage.googleapis.com/fe/45/68/619c65c9952c48/US20220366494A1-20221117-D00000.png
US-5218529-A,Neural network system and methods for analysis of organic materials and structures using spectral data ,"University Of Georgia Research Foundation, Inc.","Bernd J. Meyer, Jeffrey P. Sellers, Jan U. Thomsen",1990-07-30,1990-07-30,1993-06-08,1993-06-08,https://patents.google.com/patent/US5218529A/en,https://patentimages.storage.googleapis.com/b6/8f/1f/988f0831be6c7f/US5218529-drawings-page-2.png
US-2011263946-A1,"Method and system for real-time and offline analysis, inference, tagging of and responding to person(s) experiences ",Mit Media Lab,"Rana el Kaliouby, Rosalind W. Picard, Abdelrahman N. Mahmoud, Youssef Kashef, Miriam Anna Rimm Madsen, Mina Mikhail",2010-04-22,2010-04-22,2011-10-27,,https://patents.google.com/patent/US20110263946A1/en,https://patentimages.storage.googleapis.com/a5/24/f1/52f44eaf684cb7/US20110263946A1-20111027-D00000.png
US-6385352-B1,System and method for reading and comparing two-dimensional images ,"Symbol Technologies, Inc.",Alexander Roustaei,1994-10-26,1994-10-26,2002-05-07,2002-05-07,https://patents.google.com/patent/US6385352B1/en,https://patentimages.storage.googleapis.com/19/c7/6c/dc31fdf9f996d0/US6385352-drawings-page-3.png
US-6236223-B1,Method and apparatus for wireless radio frequency testing of RFID integrated circuits ,Intermec Ip Corp.,"Michael John Brady, Dah-Weih Duan",1998-11-09,1999-02-10,2001-05-22,2001-05-22,https://patents.google.com/patent/US6236223B1/en,https://patentimages.storage.googleapis.com/14/cb/d0/29d1634c8ef6ab/US6236223-drawings-page-3.png
US-5136686-A,Non-linear genetic algorithms for solving problems by finding a fit composition of functions ,Koza John R,John R. Koza,1990-03-28,1991-11-05,1992-08-04,1992-08-04,https://patents.google.com/patent/US5136686A/en,https://patentimages.storage.googleapis.com/77/60/e4/cddd3ded50ff90/US5136686-drawings-page-2.png
US-6565003-B1,Method for locating and reading a two-dimensional barcode ,"Matsushita Electric Industrial Co., Ltd.",Yue Ma,1998-12-16,2000-06-02,2003-05-20,2003-05-20,https://patents.google.com/patent/US6565003B1/en,https://patentimages.storage.googleapis.com/67/ca/b2/5c262df9b0e4ec/US06565003-20030520-D00000.png
US-9801588-B2,Method and apparatus for reducing coupling between signals in a measurement system ,"Cercacor Laboratories, Inc.","Walter M. Weber, Ammar Al-Ali",2003-07-08,2015-07-14,2017-10-31,2017-10-31,https://patents.google.com/patent/US9801588B2/en,https://patentimages.storage.googleapis.com/35/33/52/9dc62605c07672/US09801588-20171031-D00000.png
US-6681029-B1,Decoding steganographic messages embedded in media signals ,Digimarc Corporation,Geoffrey B. Rhoads,1993-11-18,2000-07-06,2004-01-20,2004-01-20,https://patents.google.com/patent/US6681029B1/en,https://patentimages.storage.googleapis.com/d0/32/54/8695fe080023d4/US06681029-20040120-D00000.png
US-5217021-A,Detection of cardiac arrhythmias using correlation of a cardiac electrical signals and temporal data compression ,"Telectronics Pacing Systems, Inc.","Bruce M. Steinhaus, Randy T. Wells",1991-07-30,1991-07-30,1993-06-08,1993-06-08,https://patents.google.com/patent/US5217021A/en,https://patentimages.storage.googleapis.com/b7/57/d4/a0c33620b3ef56/US5217021-drawings-page-2.png
US-2004030448-A1,"System, methods and apparatus for managing external computation and sensor resources applied to mobile robotic network ",Neal Solomon,Neal Solomon,2002-04-22,2003-04-22,2004-02-12,,https://patents.google.com/patent/US20040030448A1/en,https://patentimages.storage.googleapis.com/fb/48/12/8ed8e3de9a435a/US20040030448A1-20040212-D00000.png
US-5773810-A,Method for generating real time degree of focus signal for handheld imaging device ,"Welch Allyn, Inc.","Robert M. Hussey, Andrew Longacre, Jr.",1996-03-29,1996-03-29,1998-06-30,1998-06-30,https://patents.google.com/patent/US5773810A/en,https://patentimages.storage.googleapis.com/bb/d6/be/3cc5934481dcaa/US5773810-drawings-page-2.png
US-8150694-B2,System and method for providing an acoustic grammar to dynamically sharpen speech interpretation ,"Voicebox Technologies, Inc.","Robert A. Kennewick, Min Ke, Michael Tjalve, Philippe Di Cristo",2005-08-31,2011-06-01,2012-04-03,2012-04-03,https://patents.google.com/patent/US8150694B2/en,https://patentimages.storage.googleapis.com/0a/ce/08/7f7e8895b3cf6b/US08150694-20120403-D00000.png
US-5748841-A,Supervised contextual language acquisition system ,"Morin; Philippe, Junqua; Jean-Claude","Philippe Morin, Jean-claude Junqua",1994-02-25,1997-04-10,1998-05-05,1998-05-05,https://patents.google.com/patent/US5748841A/en,https://patentimages.storage.googleapis.com/3b/55/21/0904f6775250e8/US5748841-drawings-page-2.png
US-2004068416-A1,"System, method and apparatus for implementing a mobile sensor network ",Neal Solomon,Neal Solomon,2002-04-22,2003-04-22,2004-04-08,,https://patents.google.com/patent/US20040068416A1/en,https://patentimages.storage.googleapis.com/05/bc/1b/642598dafe5194/US20040068416A1-20040408-D00000.png
US-7121946-B2,Real-time head tracking system for computer games and other applications ,Cybernet Systems Corporation,"George V. Paul, Glenn J. Beach, Charles J. Cohen, Charles J. Jacobus",1998-08-10,2001-06-29,2006-10-17,2006-10-17,https://patents.google.com/patent/US7121946B2/en,https://patentimages.storage.googleapis.com/5a/94/10/444c46412fb279/US07121946-20061017-D00000.png
US-2003154071-A1,Process for the document management and computer-assisted translation of documents utilizing document corpora constructed by intelligent agents ,Shreve Gregory M.,Gregory Shreve,2002-02-11,2002-02-11,2003-08-14,,https://patents.google.com/patent/US20030154071A1/en,https://patentimages.storage.googleapis.com/b1/3e/bc/2c07799ea5707c/US20030154071A1-20030814-D00000.png
US-6453356-B1,Data exchange system and method ,"Adc Telecommunications, Inc.","Nicolas C. Sheard, Larry J. Fischer, Richard W. Matthews, Gurla Himabindu, Qilin Hu, Wendy J. Zheng, Boyle Y. Mow",1998-04-15,1998-04-15,2002-09-17,2002-09-17,https://patents.google.com/patent/US6453356B1/en,https://patentimages.storage.googleapis.com/61/96/57/d2963614cc6d74/US6453356-drawings-page-3.png
US-6318636-B1,"Method and apparatus to read different types of data carriers, such RFID tags and machine-readable symbols, and a user interface for the same ",Intermec Ip Corp.,"Andrew E. Reynolds, Christopher A. Wiklof, Daniel B. Bodnar",1999-09-21,1999-09-21,2001-11-20,2001-11-20,https://patents.google.com/patent/US6318636B1/en,https://patentimages.storage.googleapis.com/1f/18/92/b0eb288f473c2e/US06318636-20011120-D00000.png
US-9256852-B1,Autonomous delivery platform ,Google Inc.,Jussi Myllymaki,2013-07-01,2013-07-01,2016-02-09,2016-02-09,https://patents.google.com/patent/US9256852B1/en,https://patentimages.storage.googleapis.com/45/91/c2/6be5321cf39e23/US09256852-20160209-D00000.png
US-10812992-B1,Cellular system ,Bao Tran,"Bao Tran, Ha Tran",2019-09-02,2019-09-02,2020-10-20,2020-10-20,https://patents.google.com/patent/US10812992B1/en,https://patentimages.storage.googleapis.com/5b/15/2e/f8b002b025131b/US10812992-20201020-D00000.png
US-5282265-A,Knowledge information processing system ,Canon Kabushiki Kaisha,"Aruna Rohra Suda, Yoshie Ito, Takako Takeda",1988-10-04,1992-11-25,1994-01-25,1994-01-25,https://patents.google.com/patent/US5282265A/en,https://patentimages.storage.googleapis.com/7e/e3/24/2cd3e1bcd3118d/US5282265-drawings-page-2.png
US-7702500-B2,Method and apparatus for determining the meaning of natural language ,Blaedow Karen R,Karen R. Blaedow,2004-11-24,2004-11-24,2010-04-20,2010-04-20,https://patents.google.com/patent/US7702500B2/en,https://patentimages.storage.googleapis.com/dd/ad/aa/f2c5fdf6869530/US07702500-20100420-D00000.png
US-9814418-B2,Sine saturation transform ,Masimo Corporation,"Walter M. Weber, Ammar Al-Ali, Lorenzo Cazzoli",2001-06-29,2014-11-17,2017-11-14,2017-11-14,https://patents.google.com/patent/US9814418B2/en,https://patentimages.storage.googleapis.com/d1/69/1d/47196584c6beb8/US09814418-20171114-D00000.png
US-5920287-A,Radio location system for precisely tracking objects by RF transceiver tags which randomly and repetitively emit wideband identification signals ,Widata Corporation,"Donald K. Belcher, John A. Eisenberg, David S. Wisherd",1997-01-21,1997-01-21,1999-07-06,1999-07-06,https://patents.google.com/patent/US5920287A/en,https://patentimages.storage.googleapis.com/86/e9/ba/e9894ebee05ff3/US5920287-drawings-page-2.png
US-6685095-B2,Apparatus and method for decoding damaged optical codes ,"Symagery Microsystems, Inc.","Alex Roustaei, Wenji Xia, Dennis G. Priddy",1998-05-05,2001-03-05,2004-02-03,2004-02-03,https://patents.google.com/patent/US6685095B2/en,https://patentimages.storage.googleapis.com/97/2f/2d/449c6769b4c642/US06685095-20040203-D00000.png
US-2006190419-A1,"Video surveillance data analysis algorithms, with local and network-shared communications for facial, physical condition, and intoxication recognition, fuzzy logic intelligent camera system ","Bunn Frank E, Adair Richard D","Frank Bunn, Richard Adair",2005-02-22,2005-02-22,2006-08-24,,https://patents.google.com/patent/US20060190419A1/en,https://patentimages.storage.googleapis.com/8a/3b/34/d8e04e91980a25/US20060190419A1-20060824-D00000.png
US-2013290234-A1,"Intelligent Consumer Service Terminal Apparatuses, Methods and Systems ",Visa International Service Association,"Theodore Harris, Patrick L. Faith",2012-02-02,2013-06-20,2013-10-31,,https://patents.google.com/patent/US20130290234A1/en,https://patentimages.storage.googleapis.com/ca/17/da/6b679054605f97/US20130290234A1-20131031-D00000.png
US-2002198714-A1,Statistical spoken dialog system ,Guojun Zhou,Guojun Zhou,2001-06-26,2001-06-26,2002-12-26,,https://patents.google.com/patent/US20020198714A1/en,https://patentimages.storage.googleapis.com/7d/35/bf/dafbc39dab6029/US20020198714A1-20021226-D00000.png
US-2015193392-A1,User Interface for Quickly Checking Agenda and Creating New Events ,Google Inc.,"Daniel Michael Greenblatt, Boris Khvostichenko, Oleksandr Kyreiev, Mauro Cherubini",2013-04-17,2013-04-17,2015-07-09,,https://patents.google.com/patent/US20150193392A1/en,https://patentimages.storage.googleapis.com/02/74/9a/2b490eac9be9f1/US20150193392A1-20150709-D00000.png
US-7958457-B1,Method and apparatus for scheduling presentation of digital content on a personal communication device ,"Wireless Agents, Llc","Carl Brock Brandenberg, Robert L. Kay, Kenneth J. Maxwell, R. Brandon Cotter",1999-12-20,2001-08-31,2011-06-07,2011-06-07,https://patents.google.com/patent/US7958457B1/en,https://patentimages.storage.googleapis.com/f8/f7/5c/3720a8803c0d18/US07958457-20110607-D00000.png
US-7099510-B2,Method and system for object detection in digital images ,"Hewlett-Packard Development Company, L.P.","Michael J. Jones, Paul Viola",2000-11-29,2001-11-12,2006-08-29,2006-08-29,https://patents.google.com/patent/US7099510B2/en,https://patentimages.storage.googleapis.com/6a/6b/1c/e33a703f975e90/US07099510-20060829-D00000.png
US-2013031476-A1,Voice activated virtual assistant ,"Coin Emmett, Deborah Dahl, Richard Mandelbaum","Emmett COIN, Deborah Dahl, Richard Mandelbaum",2011-07-25,2012-07-23,2013-01-31,,https://patents.google.com/patent/US20130031476A1/en,https://patentimages.storage.googleapis.com/14/35/6f/5ef693cac0c766/US20130031476A1-20130131-D00000.png
US-6069564-A,Multi-directional RFID antenna ,"Hatano; Richard, Monahan; Brian, Kilgus; Christopher R.","Richard Hatano, Brian Monahan, Christopher R. Kilgus",1998-09-08,1998-09-08,2000-05-30,2000-05-30,https://patents.google.com/patent/US6069564A/en,https://patentimages.storage.googleapis.com/fb/99/91/a998d1449e1c4b/US6069564-drawings-page-2.png
US-4119900-A,Method and system for the automatic orientation and control of a robot ,Ito Patent-Ag,Walter Kremnitz,1973-12-21,1976-06-16,1978-10-10,1978-10-10,https://patents.google.com/patent/US4119900A/en,https://patentimages.storage.googleapis.com/fb/7c/80/7ae980472e76bb/US4119900-drawings-page-2.png
US-7225013-B2,Adaptive prediction of changes of physiological/pathological states using processing of biomedical signals ,Widemed Ltd.,"Amir Geva, Kobi Todros, Baruch Levi, David Solomon, Dan Kerem",2003-05-15,2003-10-03,2007-05-29,2007-05-29,https://patents.google.com/patent/US7225013B2/en,https://patentimages.storage.googleapis.com/0e/06/fc/9f19a36b6db4ab/US07225013-20070529-D00000.png
US-2013204813-A1,"Self-learning, context aware virtual assistants, systems and methods ","Fluential, Llc","Demitrios Leo Master, Farzad Ehsani, Silke Maren Witt-Ehsani",2012-01-20,2013-01-17,2013-08-08,,https://patents.google.com/patent/US20130204813A1/en,https://patentimages.storage.googleapis.com/79/cd/df/1a6155909b99a9/US20130204813A1-20130808-D00000.png
US-6047300-A,System and method for automatically correcting a misspelled word ,Microsoft Corporation,"Michael Walfish, Dean Hachamovitch, Ronald Andrew Fein",1997-05-15,1997-05-15,2000-04-04,2000-04-04,https://patents.google.com/patent/US6047300A/en,https://patentimages.storage.googleapis.com/a3/22/2d/725a166b7d54de/US6047300-drawings-page-9.png
US-6819469-B1,High-resolution spatial light modulator for 3-dimensional holographic display ,Igor M. Koba,Igor M. Koba,2003-05-05,2003-05-05,2004-11-16,2004-11-16,https://patents.google.com/patent/US6819469B1/en,https://patentimages.storage.googleapis.com/64/8f/2c/d766e5703f0fb9/US06819469-20041116-D00000.png
US-5598532-A,Method and apparatus for optimizing computer networks ,Optimal Networks,Moshe Liron,1993-10-21,1993-10-21,1997-01-28,1997-01-28,https://patents.google.com/patent/US5598532A/en,https://patentimages.storage.googleapis.com/3a/f7/95/3b7937691cdd01/US5598532-drawings-page-2.png
US-6002918-A,Power-saving arrangement and method for mobile units in communications network ,"Symbol Technologies, Inc.","Frederic Heiman, Patrick Pinard, Andrew Werback, Michael Shiba",1989-06-29,1996-11-08,1999-12-14,1999-12-14,https://patents.google.com/patent/US6002918A/en,https://patentimages.storage.googleapis.com/72/3a/c7/4cda3594781fa3/US6002918-drawings-page-2.png
US-5745049-A,Wireless equipment diagnosis system ,Yokogawa Electric Corporation,"Koji Akiyama, Satoshi Yoshitake, Minoru Takeuchi, Hiroshi Shimizu, Kazuo Nagata, Kiyoshi Takai, Toshio Sekiguchi",1995-07-20,1996-07-15,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745049A/en,https://patentimages.storage.googleapis.com/fc/52/bb/c421bfa1f68340/US5745049-drawings-page-2.png
US-2004035942-A1,Dynamic virtual magnetic stripe ,Silverman Martin S.,Martin Silverman,2001-12-07,2001-12-07,2004-02-26,,https://patents.google.com/patent/US20040035942A1/en,https://patentimages.storage.googleapis.com/73/83/5b/9742d0452aabb4/US20040035942A1-20040226-D00000.png
